index,theta_res,gamma,rmse,r2,n_points
107,0.48165191926795575,0.9911233905258647,0.006346164014880823,0.07355511199562936,22
108,0.49794609715845006,0.050000033836540766,0.00527872574874985,-2.883457108637799e-07,22
110,0.1699894126019693,0.8011454945099553,0.057926587812800016,0.7733629537016443,37
111,0.05476640732656654,1.9681380137247362,0.03247775658705994,0.943038662579231,82
112,0.13054366043823584,0.8286188860464542,0.05813468494518929,0.8121622024250255,16
113,0.3138766904572694,7.259801717892013,0.016916377318584842,0.9215263739710107,11
114,0.2287007771358999,3.693047954586075,0.12664946510382627,0.12812474545973573,16
115,0.27353602101012037,2.889496585937229,0.037981905025931864,0.7560037593449542,15
116,0.1341888931042851,1.539593472041801,0.06549981823658235,0.7257748892017666,10
117,0.14345480809411768,0.5938983809491142,0.06092076190789575,0.8402657865353111,16
118,0.04250291137303788,1.6862268250451944,0.04903828854464216,0.9137413711700186,6
120,0.07946122574099324,2.9807895526617543,0.09308136541320002,0.7192324146708782,24
121,0.10119231385765967,4.299354023270768,0.047281250652614855,0.9142899205440602,24
122,0.032777491864112177,2.7541497827166257,0.1280324660402216,0.6093506277431407,24
123,0.03778810873807936,2.079883845743019,0.09614943598458622,0.7292489371631363,25
124,0.013531389561505628,2.522704633754593,0.11830267303836287,0.653462482477873,21
125,0.11809526212744913,0.28376818936235754,0.056156247466653646,0.8825215978043554,28
126,0.10803859088532253,0.14386442176786293,0.046369138337696035,0.933006831502246,71
127,0.09420779652530897,0.14542218953395783,0.05296797204689027,0.8812608938308142,18
128,0.2741845301970793,0.6138577842965113,0.04777208635821561,0.6491663451175405,7
129,0.166584488334462,1.0406658990018327,0.044766421680371364,0.847534786350191,17
135,0.08484962357646982,5.477933515292071,0.03353014377385673,0.928600400424692,11
136,0.11197571491858357,2.8568318279295735,0.030818692362051914,0.9487662932126972,14
137,0.10729811915451179,1.8664434010148296,0.03174204714021018,0.9409028263078598,15
138,0.10565446617216205,0.27171835169006486,0.013361690431910577,0.9880052457405046,9
140,0.11298692501738869,0.35371366214700767,0.019233187633556068,0.9827790016070914,16
141,0.22023174769061749,2.135030745339271,0.019281965694217553,0.9637093459711124,11
142,0.14787842995463507,0.7986357746959706,0.02918720316163534,0.9223100636808712,12
143,0.14249572219115597,0.41072888579934835,0.01177469866328027,0.9942632576387082,18
144,0.18042894995086445,1.0474735899092835,0.02939126047455513,0.8920745774227123,17
145,0.20240800300658307,0.7693152311694966,0.02217688387659309,0.9551303996795102,14
146,0.18788234373096843,1.2368918121628898,0.023984189088746714,0.953647951796976,16
147,0.13476643824958615,0.22086450828144905,0.015491083197002762,0.9887039104424317,22
148,0.09698136399815258,1.8094909546631466,0.021520529732829877,0.982369673910988,9
149,0.13411869160007026,0.3136162259971854,0.03237002376348329,0.9417515407937571,10
150,0.12002955743705905,2.2212425489982595,0.03231388431091868,0.9413873121787906,6
151,0.18030824622529015,2.3064273775510764,0.024065564230707385,0.9541142404848627,6
152,0.19555063358101019,2.965382644590746,0.014568342771563025,0.9805618859335128,6
153,0.14419754819202243,2.568165287721619,0.02217185222310129,0.9683816117593295,6
154,0.27042998588589595,0.27575816298576444,0.017745874406778196,0.9511391314768927,56
